date,section,metric,segment,value,status,note
2026-07-10,forward_accuracy,rp3_bias_21d,T3_high,0.5299,INFO,n=23 MAE=4.741
2026-07-10,forward_accuracy,rp3_spearman_rate_21d,data_driven,0.3085,INFO,n=66 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-10,forward_accuracy,rp3_spearman_rate_21d,marcel_il,,INSUFFICIENT,n=2 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-10,forward_accuracy,rprs2_spearman_total_21d,all,0.263,INFO,anchor=2026-06-19 fwd_days=21 n=176 app_floor=5 proj=RoS-total (rank-only; incl sv/hld)
2026-07-10,forward_accuracy,rprs2_spearman_rate_21d,all,0.2829,INFO,n=176 vs fwd fp/appearance
2026-07-10,forward_accuracy,window_28d,all,25.0,INFO,anchor=2026-06-15 fwd_days=25
2026-07-10,forward_accuracy,rh3_spearman_rate_28d,all,0.1858,INFO,anchor=2026-06-15 fwd_days=25 n=305 pa_floor=30 (survivorship: conditional on volume)
2026-07-10,forward_accuracy,rh3_spearman_total_28d,all,0.4119,INFO,n=305 rate-model vs fwd TOTAL fp
2026-07-10,forward_accuracy,rh3_vs_prior_delta_28d,all,0.0296,INFO,n=305 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-10,forward_accuracy,rh3_bias_28d,T1_low,-0.0566,INFO,n=102 MAE=0.189
2026-07-10,forward_accuracy,rh3_bias_28d,T2_mid,-0.0496,INFO,n=101 MAE=0.175
2026-07-10,forward_accuracy,rh3_bias_28d,T3_high,0.0366,INFO,n=102 MAE=0.147
2026-07-10,forward_accuracy,rh3_spearman_rate_28d,C,0.0247,INFO,n=39 (position backfilled from latest snapshot)
2026-07-10,forward_accuracy,rh3_spearman_rate_28d,non_C,0.2019,INFO,n=254 (position backfilled from latest snapshot)
2026-07-10,forward_accuracy,rp3_spearman_rate_28d,all,0.3221,INFO,anchor=2026-06-15 fwd_days=25 n=108 start_floor=4 (survivorship: conditional on volume)
2026-07-10,forward_accuracy,rp3_spearman_total_28d,all,0.3255,INFO,n=108 rate-model vs fwd TOTAL fp
2026-07-10,forward_accuracy,rp3_vs_prior_delta_28d,all,0.0677,INFO,n=108 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-10,forward_accuracy,rp3_bias_28d,T1_low,-0.7149,INFO,n=36 MAE=4.884
2026-07-10,forward_accuracy,rp3_bias_28d,T2_mid,-1.9487,INFO,n=36 MAE=3.972
2026-07-10,forward_accuracy,rp3_bias_28d,T3_high,-0.1582,INFO,n=36 MAE=4.084
2026-07-10,forward_accuracy,rp3_spearman_rate_28d,data_driven,0.3082,INFO,n=106 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-10,forward_accuracy,rp3_spearman_rate_28d,marcel_il,,INSUFFICIENT,n=2 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-10,forward_accuracy,rprs2_spearman_total_28d,all,0.2746,INFO,anchor=2026-06-15 fwd_days=25 n=168 app_floor=6 proj=RoS-total (rank-only; incl sv/hld)
2026-07-10,forward_accuracy,rprs2_spearman_rate_28d,all,0.2948,INFO,n=168 vs fwd fp/appearance
2026-07-10,forward_accuracy,volume_skill,all,,INSUFFICIENT,earliest proj_volume snapshot is 2026-07-10; no forward games realized yet (boxscore frontier 2026-07-09). First meaningful read ~5+ days after — keep running weekly.
2026-07-10,data_health,il_join_match_rate,all_years,0.2812,PASS,healthy ~0.27-0.32; the 2026-07-09 dead-join bug read 0.0045 (n=30637)
2026-07-10,data_health,il_join_match_rate,2026,0.16,PASS,ratio 0.62 vs prior-year same-split-day comparator 0.260 (n=2050); collapse (<0.25x) = dead join
2026-07-10,data_health,ros_opp_xwoba_nan_rate,2026,0.159,PASS,fraction of 2026 rolling rows with no schedule-strength value pre-fill (n=2050)
2026-07-10,data_health,ros_cache_split_day_lag,vs_rolling_grid,1.0,PASS,"rolling 2026 max split_day=106; ros max split_day=105, season day=106"
2026-07-10,data_health,ros_cache_split_day_lag,vs_calendar,1.0,PASS,"ros max split_day=105, season day=106 (weekly grid: some lag is normal)"
2026-07-10,data_health,statcast_max_date_lag_days,all,1.0,PASS,max date 2026-07-09 (gf bridge should keep this at ~1 day)
2026-07-10,data_health,boxscore_hitters_lag_days,all,1.0,PASS,max date 2026-07-09
2026-07-10,data_health,boxscore_pitchers_lag_days,all,1.0,PASS,max date 2026-07-09
2026-07-10,data_health,fg_2026_snapshot_age_days,fg_pit_2026_current.csv,0.0,PASS,mtime-based
2026-07-10,data_health,fg_proj_cache_missing_days_14d,all,0.0,PASS,missing: none (window truncated to inception 2026-07-09: 2d observed)
2026-07-10,data_health,fg_proj_cache_systems_latest,2026-07-10,7.0,WARN,7/8 systems; absent: rzips_pit
2026-07-10,data_health,proj_rowcount_delta_7d,rh3,0.0312,PASS,449 rows @ 2026-07-03 -> 463 rows @ 2026-07-10
2026-07-10,data_health,proj_rowcount_delta_7d,rp3,0.0324,PASS,339 rows @ 2026-07-03 -> 350 rows @ 2026-07-10
2026-07-10,data_health,proj_rowcount_delta_7d,rprs2,0.0376,PASS,319 rows @ 2026-07-03 -> 331 rows @ 2026-07-10
2026-07-10,data_health,proj_volume_fill_rate,hitter,1.0,PASS,463/463 rows @ 2026-07-10 (tail-rank players legitimately lack a volume row)
2026-07-10,data_health,proj_volume_fill_rate,sp,0.7457,PASS,261/350 rows @ 2026-07-10 (tail-rank players legitimately lack a volume row)
2026-07-11,forward_accuracy,window_7d,all,7.0,INFO,anchor=2026-07-04 fwd_days=7
2026-07-11,forward_accuracy,rh3_spearman_rate_7d,all,0.119,INFO,anchor=2026-07-04 fwd_days=7 n=244 pa_floor=15 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rh3_spearman_total_7d,all,0.2213,INFO,n=244 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rh3_vs_prior_delta_7d,all,0.0497,INFO,n=244 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-11,forward_accuracy,rh3_bias_7d,T1_low,-0.046,INFO,n=82 MAE=0.278
2026-07-11,forward_accuracy,rh3_bias_7d,T2_mid,-0.01,INFO,n=81 MAE=0.288
2026-07-11,forward_accuracy,rh3_bias_7d,T3_high,0.0329,INFO,n=81 MAE=0.263
2026-07-11,forward_accuracy,rh3_spearman_rate_7d,C,0.1002,INFO,n=26 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rh3_spearman_rate_7d,non_C,0.1098,INFO,n=205 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rp3_spearman_rate_7d,all,0.0342,INSUFFICIENT,anchor=2026-07-04 fwd_days=7 n=27 start_floor=2 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rp3_spearman_total_7d,all,0.0342,INFO,n=27 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rp3_spearman_rate_7d,data_driven,0.0342,INFO,n=27 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-11,forward_accuracy,rprs2_spearman_total_7d,all,0.2443,INFO,anchor=2026-07-04 fwd_days=7 n=96 app_floor=3 proj=RoS-total (rank-only; incl sv/hld)
2026-07-11,forward_accuracy,rprs2_spearman_rate_7d,all,0.2342,INFO,n=96 vs fwd fp/appearance
2026-07-11,forward_accuracy,window_14d,all,14.0,INFO,anchor=2026-06-27 fwd_days=14
2026-07-11,forward_accuracy,rh3_spearman_rate_14d,all,0.186,INFO,anchor=2026-06-27 fwd_days=14 n=312 pa_floor=17 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rh3_spearman_total_14d,all,0.4031,INFO,n=312 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rh3_vs_prior_delta_14d,all,0.0495,INFO,n=312 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-11,forward_accuracy,rh3_bias_14d,T1_low,-0.0336,INFO,n=104 MAE=0.245
2026-07-11,forward_accuracy,rh3_bias_14d,T2_mid,-0.017,INFO,n=104 MAE=0.207
2026-07-11,forward_accuracy,rh3_bias_14d,T3_high,0.0122,INFO,n=104 MAE=0.210
2026-07-11,forward_accuracy,rh3_spearman_rate_14d,C,0.0649,INFO,n=43 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rh3_spearman_rate_14d,non_C,0.1803,INFO,n=253 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rp3_spearman_rate_14d,all,0.3165,INFO,anchor=2026-06-27 fwd_days=14 n=140 start_floor=2 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rp3_spearman_total_14d,all,0.2658,INFO,n=140 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rp3_vs_prior_delta_14d,all,0.0483,INFO,n=140 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-11,forward_accuracy,rp3_bias_14d,T1_low,0.0029,INFO,n=47 MAE=4.800
2026-07-11,forward_accuracy,rp3_bias_14d,T2_mid,-0.5456,INFO,n=46 MAE=6.015
2026-07-11,forward_accuracy,rp3_bias_14d,T3_high,-0.6012,INFO,n=47 MAE=4.799
2026-07-11,forward_accuracy,rp3_spearman_rate_14d,data_driven,0.312,INFO,n=135 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-11,forward_accuracy,rp3_spearman_rate_14d,marcel_il,,INSUFFICIENT,n=5 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-11,forward_accuracy,rprs2_spearman_total_14d,all,0.1987,INFO,anchor=2026-06-27 fwd_days=14 n=185 app_floor=3 proj=RoS-total (rank-only; incl sv/hld)
2026-07-11,forward_accuracy,rprs2_spearman_rate_14d,all,0.2033,INFO,n=185 vs fwd fp/appearance
2026-07-11,forward_accuracy,window_21d,all,21.0,INFO,anchor=2026-06-20 fwd_days=21
2026-07-11,forward_accuracy,rh3_spearman_rate_21d,all,0.1903,INFO,anchor=2026-06-20 fwd_days=21 n=307 pa_floor=25 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rh3_spearman_total_21d,all,0.4071,INFO,n=307 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rh3_vs_prior_delta_21d,all,0.0547,INFO,n=307 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-11,forward_accuracy,rh3_bias_21d,T1_low,-0.0318,INFO,n=103 MAE=0.200
2026-07-11,forward_accuracy,rh3_bias_21d,T2_mid,-0.0098,INFO,n=102 MAE=0.170
2026-07-11,forward_accuracy,rh3_bias_21d,T3_high,0.0257,INFO,n=102 MAE=0.158
2026-07-11,forward_accuracy,rh3_spearman_rate_21d,C,-0.0132,INFO,n=41 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rh3_spearman_rate_21d,non_C,0.2018,INFO,n=255 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rp3_spearman_rate_21d,all,0.1733,INFO,anchor=2026-06-20 fwd_days=21 n=69 start_floor=4 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rp3_spearman_total_21d,all,0.1733,INFO,n=69 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rp3_vs_prior_delta_21d,all,0.0175,INFO,n=69 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-11,forward_accuracy,rp3_bias_21d,T1_low,-0.8982,INFO,n=23 MAE=4.235
2026-07-11,forward_accuracy,rp3_bias_21d,T2_mid,-3.0641,INFO,n=23 MAE=5.199
2026-07-11,forward_accuracy,rp3_bias_21d,T3_high,0.4815,INFO,n=23 MAE=4.560
2026-07-11,forward_accuracy,rp3_spearman_rate_21d,data_driven,0.1733,INFO,n=69 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-11,forward_accuracy,rprs2_spearman_total_21d,all,0.2667,INFO,anchor=2026-06-20 fwd_days=21 n=174 app_floor=5 proj=RoS-total (rank-only; incl sv/hld)
2026-07-11,forward_accuracy,rprs2_spearman_rate_21d,all,0.2732,INFO,n=174 vs fwd fp/appearance
2026-07-11,forward_accuracy,window_28d,all,26.0,INFO,anchor=2026-06-15 fwd_days=26
2026-07-11,forward_accuracy,rh3_spearman_rate_28d,all,0.1715,INFO,anchor=2026-06-15 fwd_days=26 n=304 pa_floor=31 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rh3_spearman_total_28d,all,0.4003,INFO,n=304 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rh3_vs_prior_delta_28d,all,0.0431,INFO,n=304 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-11,forward_accuracy,rh3_bias_28d,T1_low,-0.0679,INFO,n=102 MAE=0.186
2026-07-11,forward_accuracy,rh3_bias_28d,T2_mid,-0.0475,INFO,n=101 MAE=0.172
2026-07-11,forward_accuracy,rh3_bias_28d,T3_high,0.0372,INFO,n=101 MAE=0.142
2026-07-11,forward_accuracy,rh3_spearman_rate_28d,C,-0.0219,INFO,n=37 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rh3_spearman_rate_28d,non_C,0.1802,INFO,n=258 (position backfilled from latest snapshot)
2026-07-11,forward_accuracy,rp3_spearman_rate_28d,all,0.3205,INFO,anchor=2026-06-15 fwd_days=26 n=114 start_floor=4 (survivorship: conditional on volume)
2026-07-11,forward_accuracy,rp3_spearman_total_28d,all,0.294,INFO,n=114 rate-model vs fwd TOTAL fp
2026-07-11,forward_accuracy,rp3_vs_prior_delta_28d,all,0.0831,INFO,n=114 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-11,forward_accuracy,rp3_bias_28d,T1_low,-1.1113,INFO,n=38 MAE=4.760
2026-07-11,forward_accuracy,rp3_bias_28d,T2_mid,-1.6227,INFO,n=38 MAE=4.195
2026-07-11,forward_accuracy,rp3_bias_28d,T3_high,-0.2597,INFO,n=38 MAE=3.996
2026-07-11,forward_accuracy,rp3_spearman_rate_28d,data_driven,0.3073,INFO,n=112 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-11,forward_accuracy,rp3_spearman_rate_28d,marcel_il,,INSUFFICIENT,n=2 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-11,forward_accuracy,rprs2_spearman_total_28d,all,0.2786,INFO,anchor=2026-06-15 fwd_days=26 n=170 app_floor=6 proj=RoS-total (rank-only; incl sv/hld)
2026-07-11,forward_accuracy,rprs2_spearman_rate_28d,all,0.3022,INFO,n=170 vs fwd fp/appearance
2026-07-11,forward_accuracy,volume_skill,all,,INSUFFICIENT,earliest proj_volume snapshot is 2026-07-10; no forward games realized yet (boxscore frontier 2026-07-10). First meaningful read ~5+ days after — keep running weekly.
2026-07-11,data_health,il_join_match_rate,all_years,0.2812,PASS,healthy ~0.27-0.32; the 2026-07-09 dead-join bug read 0.0045 (n=30663)
2026-07-11,data_health,il_join_match_rate,2026,0.1609,PASS,ratio 0.60 vs prior-year same-split-day comparator 0.270 (n=2076); collapse (<0.25x) = dead join
2026-07-11,data_health,il_grid_coverage,rolling_pitchers,0.0,PASS,0/173 substrate grid cells absent from IL cache
2026-07-11,data_health,il_grid_coverage,rolling_hitters,0.0,PASS,0/173 substrate grid cells absent from IL cache
2026-07-11,data_health,il_grid_coverage,rolling_relievers,0.0,PASS,0/173 substrate grid cells absent from IL cache
2026-07-11,data_health,il_tx_json_freshness,file_mtime,1.0,PASS,proves the STALE_AFTER_DAYS self-refresh is running (in-season natural cycle ~4d)
2026-07-11,data_health,il_tx_json_freshness,newest_event,2.0,PASS,newest IL event 2026-07-09 (WARN-only: ASG break / transaction lulls are legitimate)
2026-07-11,data_health,ros_opp_xwoba_nan_rate,2026,0.1411,PASS,fraction of 2026 rolling rows with no schedule-strength value pre-fill (n=2076)
2026-07-11,data_health,ros_cache_split_day_lag,vs_rolling_grid,0.0,PASS,"rolling 2026 max split_day=107; ros max split_day=107, season day=107"
2026-07-11,data_health,ros_cache_split_day_lag,vs_calendar,0.0,PASS,"ros max split_day=107, season day=107 (weekly grid: some lag is normal)"
2026-07-11,data_health,statcast_max_date_lag_days,all,1.0,PASS,max date 2026-07-10 (gf bridge should keep this at ~1 day)
2026-07-11,data_health,boxscore_hitters_lag_days,all,1.0,PASS,max date 2026-07-10
2026-07-11,data_health,boxscore_pitchers_lag_days,all,1.0,PASS,max date 2026-07-10
2026-07-11,data_health,fg_2026_snapshot_age_days,fg_pit_2026_current.csv,1.0,PASS,mtime-based
2026-07-11,data_health,fg_proj_cache_missing_days_14d,all,0.0,PASS,missing: none (window truncated to inception 2026-07-09: 3d observed)
2026-07-11,data_health,fg_proj_cache_systems_latest,2026-07-11,8.0,PASS,8/8 systems; absent: none
2026-07-11,data_health,proj_rowcount_delta_7d,rh3,0.0176,PASS,455 rows @ 2026-07-04 -> 463 rows @ 2026-07-11
2026-07-11,data_health,proj_rowcount_delta_7d,rp3,0.0234,PASS,342 rows @ 2026-07-04 -> 350 rows @ 2026-07-11
2026-07-11,data_health,proj_rowcount_delta_7d,rprs2,0.0184,PASS,326 rows @ 2026-07-04 -> 332 rows @ 2026-07-11
2026-07-11,data_health,proj_volume_fill_rate,hitter,1.0,PASS,463/463 rows @ 2026-07-11 (tail-rank players legitimately lack a volume row)
2026-07-11,data_health,proj_volume_fill_rate,sp,0.7486,PASS,262/350 rows @ 2026-07-11 (tail-rank players legitimately lack a volume row)
2026-07-13,forward_accuracy,window_7d,all,7,INFO,anchor=2026-07-06 fwd_days=7
2026-07-13,forward_accuracy,rh3_spearman_rate_7d,all,0.0809,INFO,anchor=2026-07-06 fwd_days=7 n=212 pa_floor=15 (survivorship: conditional on volume)
2026-07-13,forward_accuracy,rh3_spearman_total_7d,all,0.1476,INFO,n=212 rate-model vs fwd TOTAL fp
2026-07-13,forward_accuracy,rh3_vs_prior_delta_7d,all,0.0838,INFO,n=212 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-13,forward_accuracy,rh3_bias_7d,T1_low,-0.0969,INFO,n=71 MAE=0.315
2026-07-13,forward_accuracy,rh3_bias_7d,T2_mid,-0.0973,INFO,n=70 MAE=0.321
2026-07-13,forward_accuracy,rh3_bias_7d,T3_high,-0.0436,INFO,n=71 MAE=0.307
2026-07-13,forward_accuracy,rh3_spearman_rate_7d,C,-0.0556,INFO,n=20 (position backfilled from latest snapshot)
2026-07-13,forward_accuracy,rh3_spearman_rate_7d,non_C,0.0631,INFO,n=181 (position backfilled from latest snapshot)
2026-07-13,forward_accuracy,rp3_spearman_rate_7d,all,0.4695,INFO,anchor=2026-07-06 fwd_days=7 n=33 start_floor=2 (survivorship: conditional on volume)
2026-07-13,forward_accuracy,rp3_spearman_total_7d,all,0.4695,INFO,n=33 rate-model vs fwd TOTAL fp
2026-07-13,forward_accuracy,rp3_vs_prior_delta_7d,all,0.1205,INFO,n=33 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-13,forward_accuracy,rp3_bias_7d,T1_low,3.1359,INFO,n=11 MAE=4.991
2026-07-13,forward_accuracy,rp3_bias_7d,T2_mid,-0.4419,INFO,n=11 MAE=3.592
2026-07-13,forward_accuracy,rp3_bias_7d,T3_high,-0.4561,INFO,n=11 MAE=6.514
2026-07-13,forward_accuracy,rp3_spearman_rate_7d,data_driven,0.4695,INFO,n=33 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-13,forward_accuracy,rprs2_spearman_total_7d,all,0.1815,INFO,anchor=2026-07-06 fwd_days=7 n=101 app_floor=3 proj=RoS-total (rank-only; incl sv/hld)
2026-07-13,forward_accuracy,rprs2_spearman_rate_7d,all,0.1983,INFO,n=101 vs fwd fp/appearance
2026-07-13,forward_accuracy,window_14d,all,14,INFO,anchor=2026-06-29 fwd_days=14
2026-07-13,forward_accuracy,rh3_spearman_rate_14d,all,0.1198,INFO,anchor=2026-06-29 fwd_days=14 n=308 pa_floor=17 (survivorship: conditional on volume)
2026-07-13,forward_accuracy,rh3_spearman_total_14d,all,0.3692,INFO,n=308 rate-model vs fwd TOTAL fp
2026-07-13,forward_accuracy,rh3_vs_prior_delta_14d,all,0.0585,INFO,n=308 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-13,forward_accuracy,rh3_bias_14d,T1_low,-0.1005,INFO,n=103 MAE=0.269
2026-07-13,forward_accuracy,rh3_bias_14d,T2_mid,-0.0439,INFO,n=102 MAE=0.236
2026-07-13,forward_accuracy,rh3_bias_14d,T3_high,-0.0241,INFO,n=103 MAE=0.207
2026-07-13,forward_accuracy,rh3_spearman_rate_14d,C,-0.1535,INFO,n=40 (position backfilled from latest snapshot)
2026-07-13,forward_accuracy,rh3_spearman_rate_14d,non_C,0.141,INFO,n=252 (position backfilled from latest snapshot)
2026-07-13,forward_accuracy,rp3_spearman_rate_14d,all,0.2895,INFO,anchor=2026-06-29 fwd_days=14 n=135 start_floor=2 (survivorship: conditional on volume)
2026-07-13,forward_accuracy,rp3_spearman_total_14d,all,0.2886,INFO,n=135 rate-model vs fwd TOTAL fp
2026-07-13,forward_accuracy,rp3_vs_prior_delta_14d,all,-0.0102,INFO,n=135 spearman(model)-spearman(prior); >0 = in-season layer earning
2026-07-13,forward_accuracy,rp3_bias_14d,T1_low,0.3864,INFO,n=45 MAE=5.063
2026-07-13,forward_accuracy,rp3_bias_14d,T2_mid,-0.3283,INFO,n=45 MAE=5.361
2026-07-13,forward_accuracy,rp3_bias_14d,T3_high,-0.0649,INFO,n=45 MAE=5.296
2026-07-13,forward_accuracy,rp3_spearman_rate_14d,data_driven,0.2981,INFO,n=129 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-13,forward_accuracy,rp3_spearman_rate_14d,marcel_il,,INSUFFICIENT,n=6 (tag backfilled from latest snapshot — approx for old anchors)
2026-07-13,forward_accuracy,rprs2_spearman_total_14d,all,0.2406,INFO,anchor=2026-06-29 fwd_days=14 n=189 app_floor=3 proj=RoS-total (rank-only; incl sv/hld)
